"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Sep 13 11:43:44 GMT 2022","Tue Sep 13 11:43:47 GMT 2022","3312","","Google:","","Google:","Поиск на главной страницы Google","Поиск на главной страницы Google",""
"passed","Tue Sep 13 11:43:47 GMT 2022","Tue Sep 13 11:43:50 GMT 2022","2766","","Google:","","Google:","Дудл Google","Дудл Google",""
