"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Oct 17 23:33:07 GMT 2022","Mon Oct 17 23:33:12 GMT 2022","5035","","Google:","","Google:","Поиск на главной страницы Google","Поиск на главной страницы Google",""
"passed","Mon Oct 17 23:33:12 GMT 2022","Mon Oct 17 23:33:16 GMT 2022","3421","","Google:","","Google:","Дудл Google","Дудл Google",""
