"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Sep 13 11:17:20 GMT 2022","Tue Sep 13 11:17:34 GMT 2022","13645","","Google:","","Google:","Поиск на главной страницы Google","Поиск на главной страницы Google",""
"passed","Tue Sep 13 11:17:34 GMT 2022","Tue Sep 13 11:17:37 GMT 2022","3130","","Google:","","Google:","Дудл Google","Дудл Google",""
